	index	Time	TemperatureF	Humidity	DryBulb	WetBulb	DATE	Hour	Minute	Day	Weekend	Holiday
11902	182	2017-05-14 07:33:00	66.0	79.0	66.0	(61.44+0j)	2017-05-14 08:00:00	8	480	1	1	0
11903	206	2017-05-14 08:34:00	69.8	70.0	69.8	(62.67+0j)	2017-05-14 09:00:00	9	540	1	1	0
11904	230	2017-05-14 09:32:00	74.5	69.0	74.5	(66.75+0j)	2017-05-14 10:00:00	10	600	1	1	0
11905	254	2017-05-14 10:33:00	77.5	59.0	77.5	(66.34+0j)	2017-05-14 11:00:00	11	660	1	1	0
11906	278	2017-05-14 11:34:00	80.1	48.0	80.1	(64.58+0j)	2017-05-14 12:00:00	12	720	1	1	0
11907	302	2017-05-14 12:35:00	82.6	44.0	82.6	(65.01+0j)	2017-05-14 13:00:00	13	780	1	1	0
11908	326	2017-05-14 13:35:00	84.4	39.0	84.4	(64.19+0j)	2017-05-14 14:00:00	14	840	1	1	0
11909	348	2017-05-14 14:31:00	86.2	38.0	86.2	(65.15+0j)	2017-05-14 15:00:00	15	900	1	1	0
11910	372	2017-05-14 15:32:00	88.2	33.0	88.2	(64.06+0j)	2017-05-14 16:00:00	16	960	1	1	0
11911	398	2017-05-14 16:35:00	88.9	29.0	88.9	(62.22+0j)	2017-05-14 17:00:00	17	1020	1	1	0
11912	422	2017-05-14 17:35:00	88.7	32.0	88.7	(63.87+0j)	2017-05-14 18:00:00	18	1080	1	1	0
11913	444	2017-05-14 18:31:00	88.9	34.0	88.9	(65.17+0j)	2017-05-14 19:00:00	19	1140	1	1	0
11914	468	2017-05-14 19:32:00	87.6	38.0	87.6	(66.27+0j)	2017-05-14 20:00:00	20	1200	1	1	0
11915	492	2017-05-14 20:33:00	85.6	42.0	85.6	(66.59+0j)	2017-05-14 21:00:00	21	1260	1	1	0
11916	518	2017-05-14 21:34:00	83.5	51.0	83.5	(68.69+0j)	2017-05-14 22:00:00	22	1320	1	1	0
11917	540	2017-05-14 22:31:00	79.5	56.0	79.5	(67.08+0j)	2017-05-14 23:00:00	23	1380	1	1	0
11918	564	2017-05-14 23:31:00	76.5	63.0	76.5	(66.75+0j)	2017-05-15 00:00:00	0	0	2	0	0
11919	12	2017-05-15 00:32:00	74.5	70.0	74.5	(67.05+0j)	2017-05-15 01:00:00	1	60	2	0	0
11920	36	2017-05-15 01:33:00	72.7	75.0	72.7	(66.77+0j)	2017-05-15 02:00:00	2	120	2	0	0
11921	62	2017-05-15 02:35:00	71.4	81.0	71.4	(67.13+0j)	2017-05-15 03:00:00	3	180	2	0	0
11922	86	2017-05-15 03:35:00	70.9	84.0	70.9	(67.42+0j)	2017-05-15 04:00:00	4	240	2	0	0
11923	110	2017-05-15 04:33:00	71.2	85.0	71.2	(67.96+0j)	2017-05-15 05:00:00	5	300	2	0	0
11924	136	2017-05-15 05:35:00	70.5	88.0	70.5	(68.02+0j)	2017-05-15 06:00:00	6	360	2	0	0
11925	160	2017-05-15 06:32:00	70.0	90.0	70.0	(68.02+0j)	2017-05-15 07:00:00	7	420	2	0	0
11926	184	2017-05-15 07:33:00	70.2	86.0	70.2	(67.24+0j)	2017-05-15 08:00:00	8	480	2	0	0
11927	208	2017-05-15 08:34:00	71.8	79.0	71.8	(67+0j)	2017-05-15 09:00:00	9	540	2	0	0
11928	232	2017-05-15 09:31:00	75.6	70.0	75.6	(68.07+0j)	2017-05-15 10:00:00	10	600	2	0	0
11929	258	2017-05-15 10:34:00	77.2	60.0	77.2	(66.41+0j)	2017-05-15 11:00:00	11	660	2	0	0
11930	282	2017-05-15 11:35:00	79.5	58.0	79.5	(67.78+0j)	2017-05-15 12:00:00	12	720	2	0	0
11931	304	2017-05-15 12:31:00	80.8	50.0	80.8	(65.97+0j)	2017-05-15 13:00:00	13	780	2	0	0
11932	328	2017-05-15 13:31:00	84.0	46.0	84.0	(67.05+0j)	2017-05-15 14:00:00	14	840	2	0	0
11933	352	2017-05-15 14:32:00	85.6	40.0	85.6	(65.65+0j)	2017-05-15 15:00:00	15	900	2	0	0
11934	376	2017-05-15 15:33:00	86.7	41.0	86.7	(67.02+0j)	2017-05-15 16:00:00	16	960	2	0	0
11935	400	2017-05-15 16:34:00	88.2	39.0	88.2	(67.26+0j)	2017-05-15 17:00:00	17	1020	2	0	0
11936	424	2017-05-15 17:35:00	88.7	40.0	88.7	(68.17+0j)	2017-05-15 18:00:00	18	1080	2	0	0
11937	446	2017-05-15 18:31:00	88.0	41.0	88.0	(68.09+0j)	2017-05-15 19:00:00	19	1140	2	0	0
11938	470	2017-05-15 19:31:00	86.0	49.0	86.0	(70.02+0j)	2017-05-15 20:00:00	20	1200	2	0	0
11939	494	2017-05-15 20:32:00	84.0	54.0	84.0	(70.3+0j)	2017-05-15 21:00:00	21	1260	2	0	0
11940	518	2017-05-15 21:33:00	80.4	57.0	80.4	(68.23+0j)	2017-05-15 22:00:00	22	1320	2	0	0
11941	542	2017-05-15 22:34:00	77.2	64.0	77.2	(67.71+0j)	2017-05-15 23:00:00	23	1380	2	0	0
11942	566	2017-05-15 23:35:00	75.6	69.0	75.6	(67.78+0j)	2017-05-16 00:00:00	0	0	3	0	0
11943	12	2017-05-16 00:31:00	74.1	76.0	74.1	(68.38+0j)	2017-05-16 01:00:00	1	60	3	0	0
11944	36	2017-05-16 01:31:00	72.9	81.0	72.9	(68.58+0j)	2017-05-16 02:00:00	2	120	3	0	0
11945	60	2017-05-16 02:32:00	71.8	85.0	71.8	(68.55+0j)	2017-05-16 03:00:00	3	180	3	0	0
11946	84	2017-05-16 03:33:00	71.6	87.0	71.6	(68.85+0j)	2017-05-16 04:00:00	4	240	3	0	0
11947	108	2017-05-16 04:34:00	71.6	88.0	71.6	(69.1+0j)	2017-05-16 05:00:00	5	300	3	0	0
11948	132	2017-05-16 05:35:00	71.6	88.0	71.6	(69.1+0j)	2017-05-16 06:00:00	6	360	3	0	0
11949	154	2017-05-16 06:35:00	72.5	84.0	72.5	(68.97+0j)	2017-05-16 07:00:00	7	420	3	0	0
11950	176	2017-05-16 07:32:00	73.0	82.0	73.0	(68.94+0j)	2017-05-16 08:00:00	8	480	3	0	0
11951	200	2017-05-16 08:32:00	73.0	81.0	73.0	(68.67+0j)	2017-05-16 09:00:00	9	540	3	0	0
11952	224	2017-05-16 09:33:00	75.6	73.0	75.6	(68.95+0j)	2017-05-16 10:00:00	10	600	3	0	0
11953	248	2017-05-16 10:34:00	76.8	68.0	76.8	(68.59+0j)	2017-05-16 11:00:00	11	660	3	0	0
11954	272	2017-05-16 11:35:00	78.8	63.0	78.8	(68.84+0j)	2017-05-16 12:00:00	12	720	3	0	0
11955	294	2017-05-16 12:31:00	79.3	63.0	79.3	(69.3+0j)	2017-05-16 13:00:00	13	780	3	0	0
11956	318	2017-05-16 13:32:00	80.6	61.0	80.6	(69.8+0j)	2017-05-16 14:00:00	14	840	3	0	0
11957	344	2017-05-16 14:33:00	83.5	57.0	83.5	(70.98+0j)	2017-05-16 15:00:00	15	900	3	0	0
11958	368	2017-05-16 15:34:00	81.9	57.0	81.9	(69.56+0j)	2017-05-16 16:00:00	16	960	3	0	0
11959	392	2017-05-16 16:31:00	84.6	55.0	84.6	(71.21+0j)	2017-05-16 17:00:00	17	1020	3	0	0
11960	416	2017-05-16 17:32:00	83.8	60.0	83.8	(72.34+0j)	2017-05-16 18:00:00	18	1080	3	0	0
11961	440	2017-05-16 18:33:00	82.0	63.0	82.0	(71.75+0j)	2017-05-16 19:00:00	19	1140	3	0	0
11962	464	2017-05-16 19:34:00	79.2	66.0	79.2	(70.18+0j)	2017-05-16 20:00:00	20	1200	3	0	0
11963	488	2017-05-16 20:35:00	78.3	67.0	78.3	(69.66+0j)	2017-05-16 21:00:00	21	1260	3	0	0
11964	510	2017-05-16 21:31:00	77.5	69.0	77.5	(69.54+0j)	2017-05-16 22:00:00	22	1320	3	0	0
11965	534	2017-05-16 22:32:00	77.2	70.0	77.2	(69.56+0j)	2017-05-16 23:00:00	23	1380	3	0	0
11966	558	2017-05-16 23:32:00	75.7	73.0	75.7	(69.04+0j)	2017-05-17 00:00:00	0	0	4	0	0
11967	12	2017-05-17 00:33:00	74.7	78.0	74.7	(69.5+0j)	2017-05-17 01:00:00	1	60	4	0	0
11968	36	2017-05-17 01:34:00	74.5	80.0	74.5	(69.85+0j)	2017-05-17 02:00:00	2	120	4	0	0
11969	60	2017-05-17 02:31:00	74.7	81.0	74.7	(70.31+0j)	2017-05-17 03:00:00	3	180	4	0	0
11970	84	2017-05-17 03:32:00	74.7	81.0	74.7	(70.31+0j)	2017-05-17 04:00:00	4	240	4	0	0
11971	108	2017-05-17 04:33:00	74.7	83.0	74.7	(70.84+0j)	2017-05-17 05:00:00	5	300	4	0	0
11972	132	2017-05-17 05:34:00	74.7	86.0	74.7	(71.63+0j)	2017-05-17 06:00:00	6	360	4	0	0
11973	156	2017-05-17 06:34:00	74.5	94.0	74.5	(73.44+0j)	2017-05-17 07:00:00	7	420	4	0	0
11974	178	2017-05-17 07:35:00	74.8	96.0	74.8	(74.23+0j)	2017-05-17 08:00:00	8	480	4	0	0
11975	202	2017-05-17 08:35:00	75.4	95.0	75.4	(74.59+0j)	2017-05-17 09:00:00	9	540	4	0	0
11976	226	2017-05-17 09:32:00	74.7	95.0	74.7	(73.89+0j)	2017-05-17 10:00:00	10	600	4	0	0
11977	250	2017-05-17 10:32:00	73.6	93.0	73.6	(72.31+0j)	2017-05-17 11:00:00	11	660	4	0	0
11978	274	2017-05-17 11:32:00	74.3	81.0	74.3	(69.93+0j)	2017-05-17 12:00:00	12	720	4	0	0
11979	298	2017-05-17 12:33:00	78.1	75.0	78.1	(71.88+0j)	2017-05-17 13:00:00	13	780	4	0	0
11980	322	2017-05-17 13:34:00	80.6	68.0	80.6	(72.1+0j)	2017-05-17 14:00:00	14	840	4	0	0
11981	346	2017-05-17 14:35:00	85.1	41.0	85.1	(65.72+0j)	2017-05-17 15:00:00	15	900	4	0	0
11982	370	2017-05-17 15:35:00	86.0	41.0	86.0	(66.45+0j)	2017-05-17 16:00:00	16	960	4	0	0
11983	394	2017-05-17 16:33:00	86.2	42.0	86.2	(67.09+0j)	2017-05-17 17:00:00	17	1020	4	0	0
11984	418	2017-05-17 17:34:00	83.3	65.0	83.3	(73.61+0j)	2017-05-17 18:00:00	18	1080	4	0	0
11985	444	2017-05-17 18:33:00	80.4	79.0	80.4	(75.23+0j)	2017-05-17 19:00:00	19	1140	4	0	0
11986	468	2017-05-17 19:34:00	78.1	87.0	78.1	(75.21+0j)	2017-05-17 20:00:00	20	1200	4	0	0
11987	492	2017-05-17 20:34:00	79.0	90.0	79.0	(76.88+0j)	2017-05-17 21:00:00	21	1260	4	0	0
11988	516	2017-05-17 21:35:00	79.7	91.0	79.7	(77.84+0j)	2017-05-17 22:00:00	22	1320	4	0	0
11989	538	2017-05-17 22:31:00	79.3	91.0	79.3	(77.44+0j)	2017-05-17 23:00:00	23	1380	4	0	0
11990	562	2017-05-17 23:32:00	79.2	89.0	79.2	(76.82+0j)	2017-05-18 00:00:00	0	0	5	0	0
11991	12	2017-05-18 00:32:00	78.8	89.0	78.8	(76.42+0j)	2017-05-18 01:00:00	1	60	5	0	0
11992	36	2017-05-18 01:33:00	78.3	90.0	78.3	(76.19+0j)	2017-05-18 02:00:00	2	120	5	0	0
11993	60	2017-05-18 02:34:00	78.3	89.0	78.3	(75.93+0j)	2017-05-18 03:00:00	3	180	5	0	0
11994	84	2017-05-18 03:34:00	78.3	90.0	78.3	(76.19+0j)	2017-05-18 04:00:00	4	240	5	0	0
11995	108	2017-05-18 04:35:00	79.0	89.0	79.0	(76.62+0j)	2017-05-18 05:00:00	5	300	5	0	0
11996	130	2017-05-18 05:31:00	79.0	89.0	79.0	(76.62+0j)	2017-05-18 06:00:00	6	360	5	0	0
11997	154	2017-05-18 06:32:00	79.5	84.0	79.5	(75.76+0j)	2017-05-18 07:00:00	7	420	5	0	0
11998	178	2017-05-18 07:33:00	79.0	89.0	79.0	(76.62+0j)	2017-05-18 08:00:00	8	480	5	0	0
11999	202	2017-05-18 08:34:00	79.3	83.0	79.3	(75.29+0j)	2017-05-18 09:00:00	9	540	5	0	0
12000	226	2017-05-18 09:35:00	79.5	81.0	79.5	(74.93+0j)	2017-05-18 10:00:00	10	600	5	0	0
12001	248	2017-05-18 10:31:00	81.9	73.0	81.9	(74.87+0j)	2017-05-18 11:00:00	11	660	5	0	0
12002	272	2017-05-18 11:31:00	83.7	68.0	83.7	(74.97+0j)	2017-05-18 12:00:00	12	720	5	0	0
12003	296	2017-05-18 12:32:00	85.3	59.0	85.3	(73.32+0j)	2017-05-18 13:00:00	13	780	5	0	0
12004	320	2017-05-18 13:33:00	87.1	55.0	87.1	(73.4+0j)	2017-05-18 14:00:00	14	840	5	0	0
12005	344	2017-05-18 14:32:00	88.5	53.0	88.5	(73.83+0j)	2017-05-18 15:00:00	15	900	5	0	0
12006	368	2017-05-18 15:33:00	89.1	49.0	89.1	(72.67+0j)	2017-05-18 16:00:00	16	960	5	0	0
12007	392	2017-05-18 16:33:00	89.2	51.0	89.2	(73.61+0j)	2017-05-18 17:00:00	17	1020	5	0	0
12008	416	2017-05-18 17:34:00	88.9	52.0	88.9	(73.77+0j)	2017-05-18 18:00:00	18	1080	5	0	0
12009	440	2017-05-18 18:35:00	88.0	51.0	88.0	(72.58+0j)	2017-05-18 19:00:00	19	1140	5	0	0
12010	464	2017-05-18 19:33:00	86.7	51.0	86.7	(71.45+0j)	2017-05-18 20:00:00	20	1200	5	0	0
12011	488	2017-05-18 20:34:00	84.7	60.0	84.7	(73.14+0j)	2017-05-18 21:00:00	21	1260	5	0	0
12012	512	2017-05-18 21:35:00	80.8	68.0	80.8	(72.29+0j)	2017-05-18 22:00:00	22	1320	5	0	0
12013	534	2017-05-18 22:31:00	79.5	73.0	79.5	(72.62+0j)	2017-05-18 23:00:00	23	1380	5	0	0
12014	558	2017-05-18 23:31:00	78.6	78.0	78.6	(73.22+0j)	2017-05-19 00:00:00	0	0	6	0	0
12015	12	2017-05-19 00:32:00	77.4	83.0	77.4	(73.46+0j)	2017-05-19 01:00:00	1	60	6	0	0
12016	36	2017-05-19 01:33:00	77.2	84.0	77.2	(73.53+0j)	2017-05-19 02:00:00	2	120	6	0	0
12017	60	2017-05-19 02:34:00	77.2	86.0	77.2	(74.06+0j)	2017-05-19 03:00:00	3	180	6	0	0
12018	84	2017-05-19 03:35:00	77.2	89.0	77.2	(74.85+0j)	2017-05-19 04:00:00	4	240	6	0	0
12019	108	2017-05-19 04:32:00	77.2	88.0	77.2	(74.59+0j)	2017-05-19 05:00:00	5	300	6	0	0
12020	132	2017-05-19 05:33:00	77.2	87.0	77.2	(74.33+0j)	2017-05-19 06:00:00	6	360	6	0	0
12021	156	2017-05-19 06:34:00	78.3	81.0	78.3	(73.78+0j)	2017-05-19 07:00:00	7	420	6	0	0
12022	180	2017-05-19 07:34:00	77.2	83.0	77.2	(73.26+0j)	2017-05-19 08:00:00	8	480	6	0	0
12023	204	2017-05-19 08:35:00	77.9	78.0	77.9	(72.55+0j)	2017-05-19 09:00:00	9	540	6	0	0
12024	226	2017-05-19 09:31:00	78.3	71.0	78.3	(70.89+0j)	2017-05-19 10:00:00	10	600	6	0	0
12025	252	2017-05-19 10:33:00	81.9	63.0	81.9	(71.66+0j)	2017-05-19 11:00:00	11	660	6	0	0
12026	276	2017-05-19 11:34:00	85.5	54.0	85.5	(71.61+0j)	2017-05-19 12:00:00	12	720	6	0	0
12027	300	2017-05-19 12:34:00	87.3	50.0	87.3	(71.56+0j)	2017-05-19 13:00:00	13	780	6	0	0
12028	324	2017-05-19 13:35:00	88.3	49.0	88.3	(71.99+0j)	2017-05-19 14:00:00	14	840	6	0	0
12029	346	2017-05-19 14:31:00	89.6	43.0	89.6	(70.37+0j)	2017-05-19 15:00:00	15	900	6	0	0
12030	370	2017-05-19 15:32:00	90.7	43.0	90.7	(71.28+0j)	2017-05-19 16:00:00	16	960	6	0	0
12031	396	2017-05-19 16:35:00	90.7	43.0	90.7	(71.28+0j)	2017-05-19 17:00:00	17	1020	6	0	0
12032	420	2017-05-19 17:35:00	90.3	48.0	90.3	(73.26+0j)	2017-05-19 18:00:00	18	1080	6	0	0
12033	444	2017-05-19 18:34:00	88.9	50.0	88.9	(72.93+0j)	2017-05-19 19:00:00	19	1140	6	0	0
12034	468	2017-05-19 19:34:00	86.7	56.0	86.7	(73.44+0j)	2017-05-19 20:00:00	20	1200	6	0	0
12035	492	2017-05-19 20:35:00	85.1	60.0	85.1	(73.5+0j)	2017-05-19 21:00:00	21	1260	6	0	0
12036	514	2017-05-19 21:31:00	83.1	65.0	83.1	(73.43+0j)	2017-05-19 22:00:00	22	1320	6	0	0
12037	538	2017-05-19 22:32:00	80.1	72.0	80.1	(72.88+0j)	2017-05-19 23:00:00	23	1380	6	0	0
12038	562	2017-05-19 23:33:00	79.3	76.0	79.3	(73.31+0j)	2017-05-20 00:00:00	0	0	7	1	0
12039	12	2017-05-20 00:34:00	78.1	82.0	78.1	(73.86+0j)	2017-05-20 01:00:00	1	60	7	1	0
12040	36	2017-05-20 01:35:00	77.9	82.0	77.9	(73.67+0j)	2017-05-20 02:00:00	2	120	7	1	0
12041	58	2017-05-20 02:31:00	78.1	80.0	78.1	(73.31+0j)	2017-05-20 03:00:00	3	180	7	1	0
12042	82	2017-05-20 03:32:00	74.8	82.0	74.8	(70.67+0j)	2017-05-20 04:00:00	4	240	7	1	0
12043	106	2017-05-20 04:32:00	72.1	92.0	72.1	(70.58+0j)	2017-05-20 05:00:00	5	300	7	1	0
12044	130	2017-05-20 05:33:00	73.0	93.0	73.0	(71.71+0j)	2017-05-20 06:00:00	6	360	7	1	0
12045	152	2017-05-20 06:34:00	72.7	94.0	72.7	(71.66+0j)	2017-05-20 07:00:00	7	420	7	1	0
12046	176	2017-05-20 07:35:00	72.9	93.0	72.9	(71.61+0j)	2017-05-20 08:00:00	8	480	7	1	0
12047	200	2017-05-20 08:33:00	73.4	95.0	73.4	(72.59+0j)	2017-05-20 09:00:00	9	540	7	1	0
12048	226	2017-05-20 09:35:00	73.0	90.0	73.0	(70.97+0j)	2017-05-20 10:00:00	10	600	7	1	0
12049	248	2017-05-20 10:31:00	72.3	90.0	72.3	(70.28+0j)	2017-05-20 11:00:00	11	660	7	1	0
12050	272	2017-05-20 11:32:00	73.9	94.0	73.9	(72.85+0j)	2017-05-20 12:00:00	12	720	7	1	0
12051	296	2017-05-20 12:33:00	75.2	93.0	75.2	(73.89+0j)	2017-05-20 13:00:00	13	780	7	1	0
12052	322	2017-05-20 13:31:00	74.5	90.0	74.5	(72.45+0j)	2017-05-20 14:00:00	14	840	7	1	0
12053	346	2017-05-20 14:32:00	75.7	78.0	75.7	(70.45+0j)	2017-05-20 15:00:00	15	900	7	1	0
12054	370	2017-05-20 15:33:00	77.5	74.0	77.5	(71.03+0j)	2017-05-20 16:00:00	16	960	7	1	0
12055	394	2017-05-20 16:33:00	78.8	70.0	78.8	(71.05+0j)	2017-05-20 17:00:00	17	1020	7	1	0
12056	418	2017-05-20 17:35:00	81.0	68.0	81.0	(72.47+0j)	2017-05-20 18:00:00	18	1080	7	1	0
12057	442	2017-05-20 18:33:00	82.6	62.0	82.6	(71.95+0j)	2017-05-20 19:00:00	19	1140	7	1	0
12058	466	2017-05-20 19:34:00	82.6	64.0	82.6	(72.63+0j)	2017-05-20 20:00:00	20	1200	7	1	0
12059	492	2017-05-20 20:36:00	80.4	68.0	80.4	(71.92+0j)	2017-05-20 21:00:00	21	1260	7	1	0
12060	514	2017-05-20 21:31:00	79.5	69.0	79.5	(71.4+0j)	2017-05-20 22:00:00	22	1320	7	1	0
12061	536	2017-05-20 22:32:00	79.2	67.0	79.2	(70.49+0j)	2017-05-20 23:00:00	23	1380	7	1	0
12062	560	2017-05-20 23:33:00	77.5	71.0	77.5	(70.14+0j)	2017-05-21 00:00:00	0	0	1	1	0
12063	14	2017-05-21 00:35:00	76.5	74.0	76.5	(70.08+0j)	2017-05-21 01:00:00	1	60	1	1	0
12064	36	2017-05-21 01:31:00	75.7	77.0	75.7	(70.18+0j)	2017-05-21 02:00:00	2	120	1	1	0
12065	60	2017-05-21 02:32:00	75.6	80.0	75.6	(70.91+0j)	2017-05-21 03:00:00	3	180	1	1	0
12066	84	2017-05-21 03:33:00	75.2	79.0	75.2	(70.25+0j)	2017-05-21 04:00:00	4	240	1	1	0
12067	110	2017-05-21 04:34:00	74.3	78.0	74.3	(69.12+0j)	2017-05-21 05:00:00	5	300	1	1	0
12068	134	2017-05-21 05:35:00	73.4	74.0	73.4	(67.16+0j)	2017-05-21 06:00:00	6	360	1	1	0
12069	156	2017-05-21 06:31:00	72.5	72.0	72.5	(65.75+0j)	2017-05-21 07:00:00	7	420	1	1	0
12070	180	2017-05-21 07:32:00	72.0	70.0	72.0	(64.72+0j)	2017-05-21 08:00:00	8	480	1	1	0
12071	204	2017-05-21 08:33:00	71.6	69.0	71.6	(64.06+0j)	2017-05-21 09:00:00	9	540	1	1	0
12072	228	2017-05-21 09:33:00	71.6	68.0	71.6	(63.77+0j)	2017-05-21 10:00:00	10	600	1	1	0
12073	250	2017-05-21 10:35:00	71.2	68.0	71.2	(63.4+0j)	2017-05-21 11:00:00	11	660	1	1	0
12074	272	2017-05-21 11:31:00	72.0	61.0	72.0	(62.05+0j)	2017-05-21 12:00:00	12	720	1	1	0
12075	298	2017-05-21 12:33:00	72.9	58.0	72.9	(61.9+0j)	2017-05-21 13:00:00	13	780	1	1	0
12076	322	2017-05-21 13:33:00	73.4	54.0	73.4	(61.01+0j)	2017-05-21 14:00:00	14	840	1	1	0
12077	348	2017-05-21 14:35:00	74.5	58.0	74.5	(63.33+0j)	2017-05-21 15:00:00	15	900	1	1	0
12078	370	2017-05-21 15:34:00	75.0	56.0	75.0	(63.1+0j)	2017-05-21 16:00:00	16	960	1	1	0
12079	394	2017-05-21 16:31:00	75.4	55.0	75.4	(63.11+0j)	2017-05-21 17:00:00	17	1020	1	1	0
12080	418	2017-05-21 17:32:00	75.7	53.0	75.7	(62.67+0j)	2017-05-21 18:00:00	18	1080	1	1	0
12081	442	2017-05-21 18:33:00	69.8	88.0	69.8	(67.34+0j)	2017-05-21 19:00:00	19	1140	1	1	0
12082	466	2017-05-21 19:34:00	68.7	91.0	68.7	(66.97+0j)	2017-05-21 20:00:00	20	1200	1	1	0
12083	490	2017-05-21 20:35:00	70.0	93.0	70.0	(68.73+0j)	2017-05-21 21:00:00	21	1260	1	1	0
12084	514	2017-05-21 21:36:00	68.5	93.0	68.5	(67.25+0j)	2017-05-21 22:00:00	22	1320	1	1	0
12085	536	2017-05-21 22:31:00	67.8	93.0	67.8	(66.55+0j)	2017-05-21 23:00:00	23	1380	1	1	0
12086	560	2017-05-21 23:33:00	66.4	92.0	66.4	(64.93+0j)	2017-05-22 00:00:00	0	0	2	0	0
12087	12	2017-05-22 00:33:00	67.3	92.0	67.3	(65.83+0j)	2017-05-22 01:00:00	1	60	2	0	0
12088	36	2017-05-22 01:34:00	65.5	87.0	65.5	(62.89+0j)	2017-05-22 02:00:00	2	120	2	0	0
12089	60	2017-05-22 02:33:00	65.8	92.0	65.8	(64.34+0j)	2017-05-22 03:00:00	3	180	2	0	0
12090	86	2017-05-22 03:36:00	65.8	89.0	65.8	(63.65+0j)	2017-05-22 04:00:00	4	240	2	0	0
12091	108	2017-05-22 04:31:00	66.6	90.0	66.6	(64.67+0j)	2017-05-22 05:00:00	5	300	2	0	0
12092	132	2017-05-22 05:32:00	66.6	91.0	66.6	(64.9+0j)	2017-05-22 06:00:00	6	360	2	0	0
12093	156	2017-05-22 06:33:00	65.8	93.0	65.8	(64.57+0j)	2017-05-22 07:00:00	7	420	2	0	0
12094	180	2017-05-22 07:34:00	66.4	94.0	66.4	(65.39+0j)	2017-05-22 08:00:00	8	480	2	0	0
12095	204	2017-05-22 08:34:00	66.2	94.0	66.2	(65.19+0j)	2017-05-22 09:00:00	9	540	2	0	0
12096	228	2017-05-22 09:34:00	67.5	93.0	67.5	(66.26+0j)	2017-05-22 10:00:00	10	600	2	0	0
12097	252	2017-05-22 10:35:00	68.0	88.0	68.0	(65.57+0j)	2017-05-22 11:00:00	11	660	2	0	0
12098	274	2017-05-22 11:31:00	69.6	85.0	69.6	(66.41+0j)	2017-05-22 12:00:00	12	720	2	0	0
12099	298	2017-05-22 12:32:00	71.8	80.0	71.8	(67.26+0j)	2017-05-22 13:00:00	13	780	2	0	0
12100	326	2017-05-22 13:31:00	73.0	79.0	73.0	(68.14+0j)	2017-05-22 14:00:00	14	840	2	0	0
12101	350	2017-05-22 14:32:00	73.4	76.0	73.4	(67.71+0j)	2017-05-22 15:00:00	15	900	2	0	0
12102	374	2017-05-22 15:32:00	73.9	73.0	73.9	(67.35+0j)	2017-05-22 16:00:00	16	960	2	0	0
12103	398	2017-05-22 16:32:00	74.3	74.0	74.3	(68.01+0j)	2017-05-22 17:00:00	17	1020	2	0	0
12104	422	2017-05-22 17:33:00	73.9	76.0	73.9	(68.19+0j)	2017-05-22 18:00:00	18	1080	2	0	0
12105	446	2017-05-22 18:34:00	74.3	73.0	74.3	(67.73+0j)	2017-05-22 19:00:00	19	1140	2	0	0
12106	470	2017-05-22 19:35:00	74.1	76.0	74.1	(68.38+0j)	2017-05-22 20:00:00	20	1200	2	0	0
12107	492	2017-05-22 20:31:00	73.6	77.0	73.6	(68.18+0j)	2017-05-22 21:00:00	21	1260	2	0	0
12108	518	2017-05-22 21:33:00	72.5	79.0	72.5	(67.67+0j)	2017-05-22 22:00:00	22	1320	2	0	0
12109	542	2017-05-22 22:33:00	71.8	81.0	71.8	(67.52+0j)	2017-05-22 23:00:00	23	1380	2	0	0
12110	566	2017-05-22 23:34:00	71.2	89.0	71.2	(68.96+0j)	2017-05-23 00:00:00	0	0	3	0	0
12111	14	2017-05-23 00:35:00	71.2	92.0	71.2	(69.68+0j)	2017-05-23 01:00:00	1	60	3	0	0
12112	36	2017-05-23 01:31:00	71.8	91.0	71.8	(70.04+0j)	2017-05-23 02:00:00	2	120	3	0	0
12113	62	2017-05-23 02:32:00	71.2	92.0	71.2	(69.68+0j)	2017-05-23 03:00:00	3	180	3	0	0
12114	86	2017-05-23 03:33:00	72.1	92.0	72.1	(70.58+0j)	2017-05-23 04:00:00	4	240	3	0	0
12115	110	2017-05-23 04:34:00	71.2	91.0	71.2	(69.44+0j)	2017-05-23 05:00:00	5	300	3	0	0
12116	134	2017-05-23 05:35:00	70.9	92.0	70.9	(69.39+0j)	2017-05-23 06:00:00	6	360	3	0	0
12117	158	2017-05-23 06:35:00	71.8	93.0	71.8	(70.52+0j)	2017-05-23 07:00:00	7	420	3	0	0
12118	180	2017-05-23 07:31:00	70.3	94.0	70.3	(69.27+0j)	2017-05-23 08:00:00	8	480	3	0	0
12119	206	2017-05-23 08:32:00	70.2	93.0	70.2	(68.93+0j)	2017-05-23 09:00:00	9	540	3	0	0
12120	230	2017-05-23 09:33:00	69.6	84.0	69.6	(66.16+0j)	2017-05-23 10:00:00	10	600	3	0	0
12121	254	2017-05-23 10:34:00	71.4	78.0	71.4	(66.35+0j)	2017-05-23 11:00:00	11	660	3	0	0
12122	278	2017-05-23 11:35:00	72.9	74.0	72.9	(66.69+0j)	2017-05-23 12:00:00	12	720	3	0	0
12123	300	2017-05-23 12:31:00	74.7	67.0	74.7	(66.34+0j)	2017-05-23 13:00:00	13	780	3	0	0
12124	324	2017-05-23 13:31:00	78.8	52.0	78.8	(65+0j)	2017-05-23 14:00:00	14	840	3	0	0
